WHEAT AREA (1000 ha),WHEAT PRODUCTION (1000 tons),WHEAT YIELD (Kg per ha)
17.12,31.74,1853.97
17.8,12.8,719.1
17.4,21.2,1218.39
18.2,20.4,1120.88
-1,-1,-1
18.3,30.1,1644.81
19.2,28.1,1463.54
18.7,24.84,1328.34
19.98,25.64,1283.28
18.97,30.91,1629.41
19,31.5,1657.89
18.12,28.23,1557.95
20,33.92,1696
20.93,30.25,1445.29
19.3,39.9,2067.36
20.72,46.26,2232.63
22.86,40.65,1778.22
22.21,40.11,1805.94
21.74,41.23,1896.5
21.24,45.95,2163.37
21.09,39.1,1853.96
28.11,47.65,1695.13
22.58,43.88,1943.31
23.23,38.76,1668.53
21.17,35.43,1673.59
26.02,41.79,1606.07
21.33,41.2,1931.55
20.34,30.98,1523.11
24.02,39.13,1629.06
25.38,45.92,1809.3
26.76,39.81,1487.67
25.97,45.79,1763.19
25.32,43.04,1699.84
24.16,31.28,1294.7
23.24,27.54,1185.03
23.01,48.42,2104.3
22.89,33.81,1477.06
23.22,55.77,2401.81
36.69,28.05,764.51
31.71,54.62,1722.49
21.85,34.54,1580.78
21.61,28.14,1302.09
21.85,34.54,1581.25
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
0,0,0
0.45,1.26,2800
0.47,1.53,3255.32
0.46,1.16,2521.74
0.5,0.9,1800
0.52,1.76,3384.62
0.5,1.7,3400
0.5,1.8,3600
0.3,0.7,2333.33
-1,-1,-1
0.3,0.7,2333.33
0.35,0.51,1457.14
0.37,0.48,1297.3
0.36,0.06,166.67
0.39,0.04,102.56
0.4,0.1,250
-1,-1,-1
-1,-1,-1
-1,-1,-1
0.2,0.4,2000
0.28,0.44,1571.43
0.27,0.43,1592.59
0.23,0.31,1347.83
0.21,0.23,1095.24
0.21,0.33,1571.43
0.18,0.25,1388.89
0.2,0.3,1500
0.17,0.29,1705.88
0.19,0.23,1210.53
0.18,0.28,1555.56
0.14,0.1,714.29
0.12,0.21,1750
0.12,0.16,1333.33
0.11,0.15,1363.64
0.08,0.15,1875
0.08,0.08,1000
0.07,0.12,1714.29
0.06,0.12,2000
0.06,0.06,1000
0.06,0.05,833.33
0.06,0.08,1333.33
0.05,0.07,1400
0.06,0.09,1500
0.05,0.05,1000
0.05,0.09,1800
0.05,0.08,1600
0.05,0.05,903.85
0.05,0.08,1415.09
36.07,2.45,67.92
35.77,34.85,974.28
-1,-1,-1
-1,-1,-1
39.99,30.02,750.69
37.55,48.6,1294.27
20.27,21.56,1063.64
20.76,15.16,730.25
21.6,19.1,884.26
21.54,20.53,953.11
18.3,9.1,497.27
16.3,17.5,1073.62
21.3,22.7,1065.73
-1,-1,-1
22.9,29.2,1275.11
23.67,27.74,1171.95
23.91,24.25,1014.22
22.26,13.38,601.08
21.78,11.39,522.96
23.1,31.9,1380.95
22.54,28.11,1247.12
23.08,16.4,710.57
25.48,33.27,1305.73
23.4,33.9,1448.72
24.45,46.7,1910.02
24.64,32.85,1333.2
26.11,26.71,1022.98
24.65,25.69,1042.19
23.48,43.9,1869.68
22.7,19.54,860.79
22.92,29.03,1266.58
23.63,41.61,1760.9
23.84,37.25,1562.5
23.86,40.06,1678.96
23.24,18.57,799.05
23.78,42.55,1789.32
21.65,31.08,1435.57
23.54,35.91,1525.49
24.69,47.48,1923.05
23.89,37.69,1577.65
24.37,45.77,1878.13
24.98,22.34,894.32
25.35,36.57,1442.6
24.92,32.1,1288.12
24.67,21.16,857.72
24.55,39.74,1618.74
24.9,65,2610.44
39.92,33.16,830.66
23.67,63.66,2689.48
27.48,34.15,1242.72
23.18,32.8,1415.3
27.48,34.15,1242.82
48.04,37.89,788.72
47.95,50.26,1048.18
-1,-1,-1
-1,-1,-1
46.82,50.96,1088.42
53.44,67.71,1267.03
54.97,59.8,1087.87
53.77,49.7,924.31
54,60.1,1112.96
56.98,68.74,1206.39
57.6,39.6,687.5
59.8,72.4,1210.7
62.5,72.5,1160
-1,-1,-1
59,84.4,1430.51
68.22,99.87,1463.94
63.63,81.76,1284.93
64.92,55.7,857.98
67.9,44.82,660.09
68.7,92.9,1352.26
60.78,73.93,1216.35
63.9,68.98,1079.5
64.46,80.32,1246.04
69.7,85.5,1226.69
66.31,88.59,1336
68.14,103.29,1515.85
68.32,90.46,1324.06
66.9,76,1136.02
69.13,106.45,1539.85
66.94,107.99,1613.24
67.45,109.32,1620.76
68.22,117.28,1719.14
66.77,67.59,1012.28
68.48,110.12,1608.06
65.15,44.1,676.9
64.42,132.07,2050.14
66.37,92.98,1400.93
66.5,83.53,1256.09
66.49,121.4,1825.84
64.29,63.46,987.09
67.63,101.83,1505.69
66.81,104.36,1562.04
65.84,48.36,734.51
64.94,42.98,661.84
64.29,75.57,1175.45
63.97,95.81,1497.73
64.88,87.04,1341.55
54.34,44.34,815.97
61.69,85.25,1381.91
61.04,120.4,1972.48
60.39,43.92,727.29
61.04,120.39,1972.3
8.45,5.81,687.57
17.31,11.57,668.4
-1,-1,-1
-1,-1,-1
13.2,9.01,682.58
12.88,8.41,652.95
32.42,33.59,1036.09
30.58,32.35,1057.88
33.6,42.5,1264.88
34.82,53.51,1536.76
31.7,24.4,769.72
32.5,32.3,993.85
31.5,37.5,1190.48
-1,-1,-1
34.8,50,1436.78
35.49,36.24,1021.13
33.85,34.5,1019.2
33.77,28,829.14
32.98,25.07,760.16
32.2,42.7,1326.09
34.15,28.51,834.85
31.01,38.61,1245.08
29.15,42.61,1461.75
30.2,46.1,1526.49
29.82,48.58,1629.11
29.68,40.13,1352.09
25.57,28.07,1097.77
27.33,23.23,849.98
25.94,34.03,1311.87
26.03,35.05,1346.52
23.93,32.01,1337.65
26.56,33.5,1261.3
24.29,21.93,902.84
19.76,22.5,1138.66
15.82,8.13,513.91
17.67,21.96,1242.78
16.08,17.2,1069.65
15.91,15.88,998.11
15.1,20.28,1343.05
14.83,17.97,1211.73
13.04,14.75,1131.13
12.82,25.5,1989.08
11.64,9.17,787.8
10.53,7.35,698.01
10.43,12.92,1238.73
10.37,14.95,1441.66
10.52,14.88,1414.45
10.11,7.75,766.57
10,14.58,1458
14.1,28.15,1996.45
9.79,7.51,766.8
14.1,28.15,1996.88
22.67,14.94,659.02
25.55,23.55,921.72
-1,-1,-1
-1,-1,-1
24.42,17.17,703.11
26.6,26.44,993.98
27.02,31.64,1170.98
27.38,27.21,993.79
27.6,33.9,1228.26
28.96,35.98,1242.4
27.9,20.7,741.94
27.3,37.1,1358.97
28.5,38.8,1361.4
-1,-1,-1
31.3,40.1,1281.15
29.4,42.54,1446.94
29.6,45.14,1525
30.51,31.79,1041.95
29.92,15.72,525.4
29.2,36.3,1243.15
29.79,38.4,1289.02
28.1,31.23,1111.39
29.03,34.66,1193.94
29.2,48,1643.84
29.06,51.86,1784.58
30.72,43.62,1419.92
28.75,54.48,1894.96
29.86,32.52,1089.08
29.32,50.6,1725.78
27.72,34.17,1232.68
27.76,35.17,1266.93
28.08,50.47,1797.36
28.13,36.11,1283.68
27.72,45.74,1650.07
27.05,23.8,879.85
28.12,50.29,1788.41
25.28,34.02,1345.73
25.83,31.59,1223
25.82,48.03,1860.19
26.03,19.37,744.14
26.14,40.9,1564.65
26.03,29.21,1122.17
25.11,33.47,1332.94
24.62,29.5,1198.21
24.37,51.87,2128.44
24.25,38.94,1605.77
24.6,59.75,2428.86
36.64,29.12,794.76
23.39,58.52,2501.92
28.15,33.48,1189.34
22.9,30.15,1316.81
28.15,33.58,1192.89
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,1000
0,0,1000
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,1000
0,0,1000
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.09,0.05,555.56
0.13,0.12,923.08
0.2,0.22,1100
0.2,0.23,1150
0.26,0.34,1307.69
1.05,1.99,1895.24
2.62,5.67,2164.12
3.73,6.81,1825.74
3.76,5.64,1500
3.73,7.33,1965.15
4.22,8.51,2016.59
3.6,7.51,2086.11
5.79,12.02,2075.99
4.56,10.09,2212.72
5.27,12.32,2337.76
5.42,11.22,2070.11
5.42,9.5,1752.77
3.76,7.3,1941.49
4.02,7.75,1927.86
4.45,8.5,1910.11
4.17,7.74,1856.12
5.2,9.7,1865.38
5.24,8.86,1690.84
4.83,9.66,2000
3.95,4.39,1111.39
4.3,7.81,1816.28
3.77,7.16,1899.2
2.23,3.42,1533.63
2.06,3.66,1776.7
1.63,3.16,1938.65
1.22,1.81,1483.61
1.56,2.16,1384.62
1.45,1.67,1151.72
1.76,1.93,1096.59
1.47,1.64,1115.65
1.06,2.15,2028.3
0.89,1.86,2089.89
0.94,1.12,1191.49
0.71,0.9,1267.61
0.73,0.99,1356.16
0.91,1.26,1384.62
1.75,2.55,1457.14
1.84,2.67,1451.09
1.81,2.35,1298.34
0.95,1.27,1336.84
0.87,1.38,1586.21
0.67,1.19,1776.12
0.56,1.01,1803.57
0.43,0.77,1790.7
0.18,0.33,1833.33
0.09,0.17,1888.89
0.2,0.38,1900
2.04,1.53,750
2.15,1.93,897.67
1.96,1.62,826.53
1.95,1.72,882.05
1.57,1.42,904.46
1.57,1.41,898.09
3.83,7.05,1840.73
8.21,9.58,1166.87
7.07,10.53,1489.39
8.21,13.45,1638.25
7.26,13.14,1809.92
7.55,12.75,1688.74
6.62,10.11,1527.19
7.21,10.4,1442.44
6.91,10.62,1536.9
8.16,13.18,1615.2
9.21,15.01,1629.75
8.64,16.06,1858.8
9.1,15.77,1732.97
8.27,15.79,1909.31
7.46,10.38,1391.42
6.7,9.2,1373.13
6.72,10.04,1494.05
6.36,9.44,1484.28
5.49,8.02,1460.84
4.76,7.22,1516.81
4.35,6.55,1505.75
3.39,5.27,1554.57
4.55,7.11,1562.64
4.38,6.36,1452.05
2.69,3.13,1163.57
3.28,4.6,1402.44
2.77,2.86,1032.49
1.99,2.21,1110.55
1.51,1.81,1198.68
2.13,2.45,1150.23
1.85,2.35,1270.27
1.98,2.89,1459.6
1.87,2.63,1406.42
1.95,3.12,1600
1.99,3.18,1597.99
2.59,4.16,1606.18
2.88,4.68,1625
2.7,4.47,1655.56
2.3,3.72,1617.39
1.7,2.87,1688.24
1.14,2.11,1850.88
0.8,1.44,1800
0.66,1.19,1803.03
0.29,0.53,1827.59
0.24,0.4,1666.67
0.2,0.35,1750
2.59,2.88,1111.97
1.88,1.73,920.21
1.71,1.46,853.8
1.69,1.55,917.16
1.36,1.29,948.53
2.46,4.25,1727.64
6.28,10.2,1624.2
7.17,8.39,1170.15
6.31,9.28,1470.68
7.17,13.27,1850.77
9.6,18.61,1938.54
8.86,17.14,1934.54
7.8,17.22,2207.69
9.74,17.54,1800.82
9.67,21.07,2178.9
9.31,19.66,2111.71
8.71,17.16,1970.15
4.86,10.74,2209.88
5.79,12.12,2093.26
5.7,10.89,1910.53
4.71,9.01,1912.95
4.8,8.8,1833.33
4.31,7.88,1828.31
4.08,8,1960.78
3.9,8.06,2066.67
3.69,7.42,2010.84
2.65,5.28,1992.45
1.65,3.11,1884.85
1.48,2.66,1797.3
1.51,2.56,1695.36
1.19,1.53,1285.71
1.17,1.79,1529.91
1.26,2.35,1865.08
2.95,3.96,1342.37
1.65,2.1,1272.73
2.02,2.37,1173.27
1.08,1.32,1222.22
1.42,2.17,1528.17
1.5,2.06,1373.33
1.41,2.14,1517.73
1.27,1.96,1543.31
1.36,2.13,1566.18
1.47,2.44,1659.86
1.42,2.26,1591.55
0.97,1.58,1628.87
1.06,1.47,1386.79
0.86,1.45,1686.05
0.83,1.41,1698.8
0.68,1.17,1720.59
0.33,0.58,1757.58
0.18,0.31,1722.22
0.44,0.82,1863.64
0.27,0.16,592.59
0.18,0.13,722.22
0.21,0.22,1047.62
0.21,0.23,1095.24
0.22,0.32,1454.55
1.04,1.97,1894.23
4.89,10.86,2220.86
6.22,5.56,893.89
4.44,0.88,198.2
6.22,12.43,1998.39
3.74,7.48,2000
5.21,10.42,2000
3.43,6.86,2000
1.96,3.38,1724.49
3.83,7.66,2000
4.07,8.19,2012.29
4.22,8.27,1959.72
3.18,7.03,2210.69
2.14,4.64,2168.22
2.97,5.68,1912.46
2.56,5.13,2003.91
2.3,4.5,1956.52
2.39,4.3,1799.16
2.56,5.12,2000
2.28,4.56,2000
2.2,4.4,2000
1.65,3.26,1975.76
1.43,2.72,1902.1
1.49,2.36,1583.89
1.43,2.15,1503.5
1.1,1.64,1490.91
1.42,1.74,1225.35
1.75,2.31,1320
1.38,1.74,1260.87
1.07,1.35,1261.68
1.06,2.17,2047.17
1.05,1.63,1552.38
1.25,1.92,1536
0.72,1.1,1527.78
0.48,0.78,1625
0.45,0.75,1666.67
0.47,0.79,1680.85
0.49,0.82,1673.47
0.52,0.88,1692.31
0.47,0.85,1808.51
0.52,0.96,1846.15
0.42,0.72,1714.29
0.47,0.8,1702.13
0.24,0.41,1708.33
0.17,0.3,1764.71
0.06,0.11,1833.33
0.05,0.09,1800
0.93,0.5,537.63
0.19,0.21,1105.26
0.19,0.19,1000
0.19,0.21,1105.26
0.18,0.19,1055.56
0.11,0.15,1363.64
0.8,1.02,1275
0.89,0.81,910.11
0.95,1.37,1442.11
0.89,1.25,1404.49
0.63,0.78,1238.1
1.06,1.37,1292.45
0.78,0.9,1153.85
0.69,1.47,2130.43
0.7,2.18,3114.29
0.54,1.39,2574.07
0.37,0.52,1405.41
0.4,0.96,2400
0.46,0.93,2021.74
0.42,0.8,1904.76
0.46,0.9,1956.52
0.6,1,1666.67
0.46,0.68,1478.26
0.38,0.57,1500
0.49,0.98,2000
0.37,0.62,1675.68
0.19,0.81,4263.16
0.08,0.13,1625
0.08,0.15,1875
0.07,0.13,1857.14
0.08,0.13,1625
0.07,0.13,1857.14
0.13,0.25,1923.08
0.19,0.37,1947.37
0.06,0.11,1833.33
0.2,0.37,1850
0.09,0.17,1888.89
0.15,0.26,1733.33
0.15,0.28,1866.67
0.12,0.23,1916.67
0.1,0.17,1700
0.1,0.18,1800
0.11,0.19,1727.27
0.2,0.38,1900
0.15,0.28,1866.67
0.04,0.07,1750
0.1,0.17,1700
0.1,0.17,1700
0.06,0.1,1666.67
0.01,0.02,2000
0.02,0.03,1500
0.09,0.17,1888.89
1.44,1.2,833.33
1.31,1.12,854.96
1.35,1.08,800
1.34,1.15,858.21
1.25,1.12,896
1.12,1.2,1071.43
3.44,5.16,1500
3.65,4.18,1145.21
1.98,2.19,1106.06
3.65,5.33,1460.27
3.2,4.1,1281.25
6.08,7.57,1245.07
8.17,8.73,1068.54
6.85,5.2,759.12
7.12,9.9,1390.45
5.72,8.28,1447.55
4.17,6.21,1489.21
3.51,5.97,1700.85
4.24,8.83,2082.55
3.7,7.08,1913.51
1.44,2.3,1597.22
1.4,2.1,1500
0.91,1.64,1802.2
1.22,2.2,1803.28
0.72,1.08,1500
1.11,1.87,1684.68
0.78,1.1,1410.26
0.84,1.06,1261.9
1.44,1.49,1034.72
1.6,2.16,1350
1.16,1.01,870.69
1.43,1.34,937.06
1.42,1.27,894.37
1.59,1.37,861.64
1.2,0.76,633.33
1.83,1.74,950.82
0.94,1.03,1095.74
1.6,1.82,1137.5
1.58,1.86,1177.22
2.29,2.85,1244.54
2.29,2.91,1270.74
2.2,3.17,1440.91
2.29,3.31,1445.41
2.99,4.54,1518.39
2.72,3.99,1466.91
1.22,1.71,1401.64
2.77,4.69,1693.14
2.78,4.96,1784.17
1.8,3.25,1805.56
0.23,0.41,1782.61
0.07,0.13,1857.14
0.06,0.1,1666.67
0.54,0.41,759.26
0.36,0.34,944.44
0.38,0.39,1026.32
0.37,0.41,1108.11
0.35,0.46,1314.29
0.72,0.94,1305.56
1.65,1.9,1151.52
1.73,1.6,924.86
2.02,2.02,1000
1.73,2.59,1497.11
1.32,1.32,1000
1.76,1.76,1000
1.77,2.65,1497.18
1.75,1.4,800
1.99,1.99,1000
2.41,4.58,1900.41
2.77,6.91,2494.58
1.77,4.42,2497.18
2.2,5.26,2390.91
2.29,4.37,1908.3
2.01,4.71,2343.28
2.1,4.9,2333.33
1.91,3.93,2057.59
1.66,3.08,1855.42
1.42,2.15,1514.08
1.6,2.56,1600
1.34,1.98,1477.61
0.93,1.47,1580.65
1.89,3.74,1978.84
1.68,3.34,1988.1
1.28,2.38,1859.38
1.77,3.54,2000
1.14,1.09,956.14
1.61,1.92,1192.55
1.66,2.06,1240.96
1.67,2.13,1275.45
1.13,1.3,1150.44
1.44,1.91,1326.39
1.41,1.72,1219.86
1.24,1.53,1233.87
1.29,1.64,1271.32
1.33,1.74,1308.27
1.48,1.99,1344.59
1.27,1.9,1496.06
1.46,2.34,1602.74
1.45,2.45,1689.66
1.13,1.91,1690.27
1.14,1.97,1728.07
1.15,1.99,1730.43
0.44,0.76,1727.27
0.29,0.46,1586.21
0.31,0.58,1870.97
1.35,0.71,525.93
1.36,0.77,566.18
1.6,0.89,556.25
1.59,0.95,597.48
1.68,1.07,636.9
1.14,1.26,1105.26
3.1,4.91,1583.87
4.1,4.94,1204.88
3.7,5.29,1429.73
4.1,7.09,1729.27
4.36,6.06,1389.91
5.28,8.71,1649.62
6.21,9.95,1602.25
5.51,9.79,1776.77
6.67,10.99,1647.68
6.09,10.64,1747.13
5.36,9.71,1811.57
5.89,10.49,1780.98
4.92,2.16,439.02
4.83,9.23,1910.97
3.74,7.47,1997.33
3,6,2000
2.77,5.54,2000
2.59,4.13,1594.59
3.8,5.14,1352.63
1.61,2.71,1683.23
1.08,1.8,1666.67
0.65,1.03,1584.62
0.65,0.89,1369.23
0.63,0.93,1476.19
0.49,0.61,1244.9
0.31,0.32,1032.26
0.46,0.43,934.78
0.24,0.27,1125
0.31,0.29,935.48
0.43,0.41,953.49
0.44,0.64,1454.55
0.68,0.78,1147.06
0.71,1.15,1619.72
0.69,1.14,1652.17
0.73,1.26,1726.03
0.84,1.44,1714.29
0.97,1.65,1701.03
1.07,1.77,1654.21
0.98,1.54,1571.43
0.74,1.21,1635.14
0.67,1.12,1671.64
0.68,1.13,1661.76
0.53,0.89,1679.25
0.38,0.66,1736.84
0.3,0.49,1633.33
0.34,0.63,1852.94
0.9,0.57,633.33
0.79,0.69,873.42
1.01,1.33,1316.83
1,1.41,1410
1.12,2.05,1830.36
1.75,3.63,2074.29
3.38,7.42,2195.27
3.95,6.53,1653.16
3.88,8.32,2144.33
3.95,8.35,2113.92
2.98,5.96,2000
3.86,8.78,2274.61
3.45,7.71,2234.78
2.67,7.03,2632.96
4.64,9.53,2053.88
4.74,11.1,2341.77
4.71,12.05,2558.39
4.11,9.41,2289.54
4.07,7.54,1852.58
4.49,8.57,1908.69
3.47,6.45,1858.79
4.8,8.8,1833.33
3.02,5.29,1751.66
3.2,5.78,1806.25
2.85,4.95,1736.84
2.98,5.66,1899.33
1.48,2.7,1824.32
0.61,1.13,1852.46
0.85,1.39,1635.29
0.82,1.53,1865.85
0.77,1.16,1506.49
1.06,1.57,1481.13
1.23,1.14,926.83
1.33,1.5,1127.82
1.58,2.26,1430.38
1.35,1.73,1281.48
1.57,1.69,1076.43
1.75,2.45,1400
1.67,2.42,1449.1
1.52,2.28,1500
1.43,2.16,1510.49
1.51,2.51,1662.25
1.52,2.85,1875
1.63,2.74,1680.98
1.63,2.74,1680.98
1.46,2.27,1554.79
1.22,2.31,1893.44
1.25,2.32,1856
1.41,2.65,1879.43
0.25,0.46,1840
0.31,0.58,1870.97
0.16,0.31,1937.5
0.31,0.2,645.16
0.36,0.43,1194.44
0.32,0.31,968.75
0.32,0.33,1031.25
0.24,0.22,916.67
0.29,0.25,862.07
1.19,1.19,1000
0.93,0.87,935.48
0.71,1.42,2000
0.93,1.11,1193.55
0.62,0.49,790.32
1.85,2.77,1497.3
1.33,2.12,1593.98
0.89,1.07,1202.25
1.47,2.05,1394.56
1.45,2.2,1517.24
1.4,2.24,1600
1.11,2.22,2000
0.69,1.03,1492.75
1.06,2.03,1915.09
1.13,1.22,1079.65
0.9,1,1111.11
0.75,0.9,1200
0.66,0.83,1257.58
0.78,1.15,1474.36
0.61,1.11,1819.67
0.61,0.91,1491.8
0.51,0.81,1588.24
0.13,0.18,1384.62
0.12,0.17,1416.67
0.12,0.17,1416.67
0.16,0.22,1375
0.14,0.21,1500
0.18,0.25,1388.89
0.19,0.21,1105.26
0.24,0.31,1291.67
0.27,0.35,1296.3
0.63,0.72,1142.86
0.45,0.55,1222.22
0.52,0.62,1192.31
0.51,0.63,1235.29
0.45,0.56,1244.44
0.58,0.73,1258.62
0.76,0.96,1263.16
0.74,0.95,1283.78
0.79,1.57,1987.34
0.52,0.87,1673.08
0.32,0.54,1687.5
0.41,0.71,1731.71
0.09,0.16,1777.78
0.07,0.12,1714.29
0.09,0.17,1888.89
1.38,0.83,601.45
1.43,1.13,790.21
1,0.88,880
0.99,0.93,939.39
0.46,0.68,1478.26
0.95,1.33,1400
2.97,1.7,572.39
3.31,1.67,504.53
3.13,2.89,923.32
3.31,3.46,1045.32
2.8,3.18,1135.71
2.69,2.69,1000
1.45,2.48,1710.34
1.56,2.76,1769.23
1.84,2.99,1625
2.35,3.65,1553.19
2.81,4.1,1459.07
2.08,3.24,1557.69
1.96,3.65,1862.24
2.15,4.1,1906.98
1.88,2.91,1547.87
1.4,2.2,1571.43
1.01,1.6,1584.16
0.89,1.38,1550.56
0.72,1.11,1541.67
0.84,1.5,1785.71
0.67,0.98,1462.69
0.4,0.61,1525
0.63,0.99,1571.43
0.42,0.62,1476.19
0.38,0.56,1473.68
0.46,0.64,1391.3
0.33,0.47,1424.24
0.41,0.6,1463.41
0.26,0.3,1153.85
0.47,0.54,1148.94
0.41,0.35,853.66
0.3,0.26,866.67
0.18,0.17,944.44
0.15,0.21,1400
0.24,0.21,875
0.26,0.24,923.08
0.24,0.22,916.67
0.35,0.35,1000
0.36,0.4,1111.11
0.37,0.48,1297.3
